RnaID	GenotypeID	MetaCohort	RNADataset	GenotypeIndividualsDataset
hB_RNA_8595	71984	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_174	71928	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_528	71954	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8825	71789	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_776	71730	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_717	71988	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_17075	71870	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9169	71775	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_4905	71907	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_751	71742	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10892	71736	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_782	71890	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13557	71719	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_5111	71695	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8735	71901	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_657	71981	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_298	71942	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_4331	71719	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13262	71695	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_678	70490	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_527	68424	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_362	71691	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_616	71933	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16015	71769	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8045	71826	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_7805	71712	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16715	71954	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_91	71760	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10842	71693	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_53	71715	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_177	71762	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_639	68435	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_114	71975	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_780	70635	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_605	70568	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_419	71716	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_338	76655	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_299	71739	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_682	71847	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13649	71860	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10642	71827	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_754	71755	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_803	71950	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8565	71986	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_422	71740	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8135	71901	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10583	71812	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_713	71942	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_12372	71862	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_624	71923	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_14	71908	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_405	71924	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_772	71750	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_304	71677	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8535	71931	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9225	71973	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_12382	71950	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_328	71944	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_499	71783	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16155	71801	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_531	71976	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_588	71867	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_12924	71693	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_92	70485	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8505	71934	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_344	71877	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10632	71871	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13201	71989	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_349	71675	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10902	71721	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10542	71833	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_540	71756	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_4981	71862	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_649	68419	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16295	71742	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16555	68682	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16665	71904	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_414	70635	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16235	71738	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_154	71945	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_596	71870	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8335	71958	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9174	71878	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8185	71752	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13599	71940	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10972	71701	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_697	71961	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_516	71882	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_658	71778	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16265	71689	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8405	71906	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9154	68420	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_11122	71959	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_617	70672	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_1111	71961	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9159	68455	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16225	71848	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_275	71842	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_12606	70659	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16935	68431	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16205	68433	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_621	71877	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10662	71811	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8975	71922	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_645	71977	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9213	71688	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_7795	71825	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8785	71979	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_562	68522	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_7675	71693	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10362	71712	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13665	71756	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_604	71850	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_354	68420	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9230	71969	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_61	71893	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_686	68430	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_4461	71763	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_120	71697	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_17135	71726	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_158	71942	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8305	71978	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_663	71836	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16475	71760	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13547	71784	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_12917	71720	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
